,title,date,content
82,삼성 스마트폰 종류로 알아보는 출시 예정 신상,2021.06.29.,삼성 스마트폰 종류로 알아보는 출시 예정 신상 올가을엔 삼성도 애플도 출시 예정인 신상 스마트폰이 공개될 예정입니다. 아마도 애플보단 삼성 스마트폰이 먼저 공개될 듯한 전망을 보이고 있는데 가장 아쉬웠던...
83,크롬캐스트3 에서 스마트폰 속 mp3 듣는 법?,6일 전,"가능한데 스마트폰에 담겨있는 mp3 음악파일을 들으려 하니 도통 방법을 모르겠네요. ^^;;; 아이폰, 안드폰... 혹시 스마트폰 안에 담긴 mp3 파일을 크롬캐스트3에 연결하여 듣기 좋은 추천할만한 음악 어플이 있는지..."
84,LG AKA (화면 강화유리 파손됐지만 방탄필름으로 보호) 스마트폰 나눔입니다,2021.08.09.,"감사하는 마음으로 혹여 필요하신 분께 도움이 될까 싶어 스마트폰 나눔을 진행합니다. 이제는 사업을 접어버린 LG에서 2014년 11월에 발매한 보급형 스마트폰으로, 스냅 400, 램 1.5기가라는 그시절 보급형..."
85,스마트폰 생활 즐거우십니까,6일 전,스마트폰을 안보다가 처음 10분 정도는 즐거운데 그 다음부터는 별 할것도 없는데 붙잡고 있는거 같아요. 좀 지나면 스트레스 만땅... 스마트폰으로 영상 보는건 예외적으로 괜찮은데 다들 어떠신지
86,펜로즈 스마트폰 연결문의,2021.07.24.,페어링 더블클릭해도 펜로즈가 검색에 안보이네요 삼성 스마트폰입니다. 다른 더해주는게잇나싶기도해 문의드립니다
87,후지 스마트폰 연결 저만 불편한가욥~,2021.06.23.,안녕하세요 아이폰으로 후지 앱을 설치했는데요~ 스마트폰으로 사진좀 열람하고 싶은데 너무 접속하는데 시간이 걸려서 혹시 스마트폰 연동해서 쓰시는 분들 노하우 공유 가능하실까요? 참고로 x-t3 유저입니다 이상태로...
88,"스마트폰(아이폰 11 프로, 짐벌 장착) / 카메라(오두막, 24-105렌즈 조합)",2021.08.16.,안녕하세요 영상 촬영용으로 무슨 장비를 선택해야 할지 고민이라 질문 남겨봅니다~ 현재 기획하는 영상 촬영이 이동하면서 촬영하는 영상이라 손떨림이 눈에 거슬릴거 같은데 스마트폰에 짐벌 장착한것 보다 짐벌 없는...
89,오래된 미개봉인 스마트폰이라도 배터리 상태좋으면 배터리수명이 괜찮나요?,2021.08.17.,배터리가 어느정도 유지됫는데 키지도않고 그냥 그대로 보관만해둔 스마트폰이면 스마트폰 배터리 수명이괜찮을까요?
90,"애플 제친 샤오미, 스마트폰 점유율 첫 2위...1위 삼성 하락세",2021.07.16.,"애플 제친 샤오미, 스마트폰 점유율 첫 2위...1위 삼성 하락세 발행일 2021-07-16 11:36:43 중국 IT기업 샤오미가 창사 이래 처음 글로벌 스마트폰 시장 점유율 2위에 올랐다. 1위인 삼성전자에 2%포인트 차로..."
91,갤럭시A90 5G 가격 가성비 스마트폰 구매하기,2021.08.12.,"가성비 스마트폰을 찾고 있다면 작년에 출시한 갤럭시A90 5G 가격이 현재 0원대 공짜폰으로 풀린만큼... 가성비 스마트폰으로 괜찮습니다. 고속충전, 삼성페이, 슈퍼스테디와 같은 기능은 프리미엄 모델과 동일하게..."
92,쉬운 스마트폰 거치대,2021.08.12.,자전거 스마트폰 거치대 입니다. 많은 자전거 거치대가 상품으로 나와 있습니다. 자동차의 스마트폰 거치대와 같은 넓은 면적의 거치대와 같은 제품(아래 사진 참조)을 많이 사용합니다. 그 다음으로는 자전거에 거치하는...
93,가성비 스마트폰 요즘 대세에 맞게 갓성비폰으로 득템성공~,2021.08.19.,가성비 스마트폰 요즘 대세에 맞게 갓성비폰으로 득템성공~ 아마 스마트폰 없는 분들은 없을 것 같은데! 없는 사람들에게 이 발언 죄송해요 아무래도 요즘은 스마트폰이 워낙 보편화가 되어 있다 보니 예전보다 스마트폰을...
94,컴퓨터와 스마트폰 각각 다른 유료백신 쓰는건 어떨까요.,2021.07.17.,"아직 결정한건 아니지만, PC는 카스퍼스키(유료), 스마트폰+태블릿은 둘다 비트디펜더(유료)를 쓸까 생각중인데... 괜찮을까요. 아니면 백신은 PC든 스맛폰이든 통합하는게 나을지. 그리고 비트디펜더는 스마트폰에서도..."
95,60hz출시 스마트폰 120hz변경,2021.07.07.,제목에는 간략한 질문내용 표시 사용기종 : s10e 질문내용 : (구체적으로): 60hz로 출시된 스마트폰이 소프트웨어를 통해 120hz구현이 가능할까요?
96,스마트폰 갤럭시노트 9 핫스팟,2021.07.14.,오늘 거래 하다가 와이파이 상태가 좋았다가 갑자기 몇번이나 시도해서 안되길래 스마트폰으로 난생 처음 핫스팟 해봤는데 되더라구요?분명 스마트폰은 와이파이가 잘 터지는데 스위치 가 안되니까 미치겠더라고요...
